target,f1,f2,f3,f4,f5
1,20.35,22.5,0,429.2,0.003318505
1,20.39,22.5,0,431.5,0.003326758
1,20.39,22.5,0,430,0.003326758
1,20.39,22.5,0,434,0.003326758
1,20.39,22.5,0,434.25,0.003326758
1,20.39,22.5,0,432.4,0.003326758
1,20.39,22.46333333,0,434.3333333,0.003321308
1,20.39,22.5,0,436.4,0.003326758
1,20.39,22.5,0,435.75,0.003326758
1,20.39,22.5,0,435.2,0.003326758
1,20.39,22.5,0,436.75,0.003326758
1,20.39,22.5,0,438.25,0.003326758
1,20.39,22.5,0,438.75,0.003326758
1,20.39,22.4725,0,437.5,0.003322671
1,20.39,22.46333333,0,439.3333333,0.003321308
1,20.39,22.5,0,437.5,0.003326758
1,20.39,22.5,0,433.6,0.003326758
1,20.39,22.5,0,431.3333333,0.003326758
1,20.39,22.5,0,434.8,0.003326758
1,20.39,22.46333333,0,433.3333333,0.003321308
1,20.39,22.4725,0,433.8,0.003322671
1,20.39,22.5,0,436.5,0.003326758
1,20.39,22.5,0,434,0.003326758
1,20.39,22.4725,0,433.75,0.003322671
1,20.39,22.445,0,435.5,0.003318583
1,20.39,22.42666667,0,434.3333333,0.003315858
1,20.39,22.5,0,431.75,0.003326758
1,20.39,22.5,0,431.5,0.003326758
1,20.39,22.5,0,432.5,0.003326758
1,20.39,22.456,0,435.4,0.003320218
1,20.39,22.5,0,436.6666667,0.003326758
1,20.39,22.5,0,432.6,0.003326758
1,20.39,22.46333333,0,433,0.003321308
1,20.39,22.445,0,431.5,0.003318583
1,20.39,22.5,0,431.8,0.003326758
1,20.39,22.5,0,439.6666667,0.003326758
1,20.39,22.5,0,436.6666667,0.003326758
1,20.39,22.5,0,439,0.003326758
1,20.39,22.5,0,436.25,0.003326758
1,20.39,22.5,0,435.8,0.003326758
1,20.39,22.42666667,0,438.3333333,0.003315858
1,20.39,22.4725,0,436,0.003322671
1,20.39,22.5,0,433.6666667,0.003326758
1,20.39,22.5,0,432.25,0.003326758
1,20.39,22.5,0,433.5,0.003326758
1,20.39,22.5,0,436.25,0.003326758
1,20.39,22.5,0,435,0.003326758
1,20.39,22.5,0,433.75,0.003326758
1,20.39,22.5,0,440.6666667,0.003326758
1,20.39,22.5,0,441.2,0.003326758
1,20.39,22.5,0,435.25,0.003326758
1,20.39,22.5,0,437.25,0.003326758
1,20.39,22.5,0,435.5,0.003326758
1,20.39,22.5,0,439.75,0.003326758
1,20.39,22.5,0,438,0.003326758
1,20.39,22.5,0,435.25,0.003326758
1,20.39,22.5,0,434.2,0.003326758
1,20.39,22.5,0,435,0.003326758
1,20.365,22.5,0,436.5,0.003321598
1,20.39,22.5,0,434,0.003326758
1,20.39,22.5,0,435.25,0.003326758
1,20.39,22.5,0,432.75,0.003326758
1,20.39,22.5,0,432,0.003326758
1,20.39,22.5,0,432,0.003326758
1,20.39,22.5,0,431.5,0.003326758
1,20.39,22.5,0,435,0.003326758
1,20.39,22.5,0,437.6666667,0.003326758
1,20.39,22.5,0,437.3333333,0.003326758
1,20.365,22.5,0,438,0.003321598
1,20.365,22.5,0,434.25,0.003321598
1,20.34,22.575,0,435.75,0.003327559
1,20.315,22.6,0,433.25,0.003326094
1,20.315,22.6,0,434.75,0.003326094
1,20.35666667,22.6,0,439,0.003334714
1,20.34,22.6,0,439.25,0.003331264
1,20.365,22.575,0,438.5,0.003332729
1,20.29,22.6,0,437.6,0.003320932
1,20.29,22.6,0,434.5,0.003320932
1,20.29,22.6,0,435.5,0.003320932
1,20.32333333,22.6,0,436,0.003327817
1,20.29,22.6,0,435.2,0.003320932
1,20.32333333,22.6,0,433.6666667,0.003327817
1,20.29,22.6,0,434.25,0.003320932
1,20.29,22.625,0,440.5,0.003324625
1,20.29,22.63333333,0,440.6666667,0.003325856
1,20.29,22.675,0,438,0.003332012
1,20.29,22.7,0,433.8,0.003335705
1,20.29,22.7,0,435,0.003335705
1,20.29,22.7,0,434.75,0.003335705
1,20.29,22.7,0,437.3333333,0.003335705
1,20.29,22.7,0,439.5,0.003335705
1,20.29,22.65,0,432.75,0.003328319
1,20.29,22.6,0,435,0.003320932
1,20.29,22.7,0,436.5,0.003335705
1,20.29,22.675,0,434.6666667,0.003332012
1,20.29,22.7,0,436,0.003335705
1,20.29,22.7,0,441.5,0.003335705
1,20.29,22.7,0,436,0.003335705
1,20.29,22.675,0,435.75,0.003332012
1,20.29,22.65,0,431,0.003328319
1,20.29,22.7,0,434,0.003335705
1,20.29,22.7,0,436,0.003335705
1,20.29,22.7,0,436.5,0.003335705
1,20.29,22.7,0,436.5,0.003335705
1,20.29,22.7,0,436.25,0.003335705
1,20.29,22.7,0,437.6666667,0.003335705
1,20.29,22.7,0,432.25,0.003335705
1,20.29,22.7,0,429.3333333,0.003335705
1,20.29,22.7,0,432.25,0.003335705
1,20.272,22.68,0,437,0.003329025
1,20.26,22.66666667,0,433.3333333,0.003324577
1,20.29,22.7,0,427.6,0.003335705
1,20.29,22.7,0,436,0.003335705
1,20.29,22.7,0,436.3333333,0.003335705
1,20.29,22.7,0,435.25,0.003335705
1,20.29,22.7,0,436.25,0.003335705
1,20.29,22.7,0,434.25,0.003335705
1,20.29,22.7225,0,436,0.003339029
1,20.2675,22.7,0,434.5,0.003331045
1,20.26,22.76,0,435.6666667,0.00333834
1,20.29,22.7,0,433,0.003335705
1,20.29,22.7,0,428.25,0.003335705
1,20.29,22.7,0,434.2,0.003335705
1,20.2675,22.675,0,437,0.003327356
1,20.2675,22.72,0,433.6666667,0.003333995
1,20.29,22.76,0,434,0.00334457
1,20.29,22.772,0,439.6,0.003346342
1,20.29,22.79,0,435.6666667,0.003349002
1,20.29,22.7675,0,431,0.003345678
1,20.29,22.76,0,433.3333333,0.00334457
1,20.29,22.7,0,434.5,0.003335705
1,20.29,22.7,0,435,0.003335705
1,20.29,22.7,0,437.75,0.003335705
1,20.29,22.79,0,438.3333333,0.003349002
1,20.29,22.7225,0,438,0.003339029
1,20.29,22.7,0,431.75,0.003335705
1,20.29,22.7675,0,432.75,0.003345678
1,20.29,22.7225,0,431.25,0.003339029
1,20.29,22.7,0,437.25,0.003335705
1,20.32333333,22.7,0,434.3333333,0.003342621
1,20.365,22.7,0,429.5,0.003351283
1,20.39,22.7,0,430,0.003356489
1,20.39,22.7,0,434,0.003356489
1,20.39,22.7,0,437.75,0.003356489
1,20.39,22.7,0,434.6666667,0.003356489
1,20.39,22.7,0,431.75,0.003356489
1,20.39,22.65,0,437.5,0.003349056
1,20.39,22.68,0,433.8,0.003353516
1,20.39,22.7,0,435.8,0.003356489
1,20.39,22.7,0,437.6666667,0.003356489
1,20.39,22.7,0,434.25,0.003356489
1,20.39,22.675,0,433,0.003352773
1,20.39,22.7,0,436.25,0.003356489
1,20.37,22.7,0,436.8,0.003352323
1,20.32333333,22.7,0,438,0.003342621
1,20.29,22.7225,0,438.75,0.003339029
1,20.29,22.745,0,439.5,0.003342353
1,20.29,22.79,0,441.25,0.003349002
1,20.29,22.79,0,432,0.003349002
1,20.29,22.79,0,431.6666667,0.003349002
1,20.29,22.79,0,435,0.003349002
1,20.29,22.79,0,435.75,0.003349002
1,20.26,22.79,0,436.3333333,0.003342764
1,20.29,22.84,0,436,0.003356389
1,20.2675,22.84,0,439.25,0.003351699
1,20.245,22.815,0,435,0.003343332
1,20.236,22.83,0,431.4,0.003343671
1,20.29,22.89,0,435.3333333,0.003363776
1,20.2,22.79,0,439.6666667,0.003330319
1,20.218,22.81,0,431.4,0.00333699
1,20.245,22.84,0,431,0.003347015
1,20.2,22.79,0,431.75,0.003330319
1,20.245,22.84,0,437.75,0.003347015
1,20.2675,22.865,0,436.75,0.003355388
1,20.2,22.79,0,432,0.003330319
1,20.2225,22.815,0,433.25,0.003338659
1,20.2,22.79,0,434.5,0.003330319
1,20.2,22.79,0,436.5,0.003330319
1,20.2225,22.815,0,438.25,0.003338659
1,20.2,22.79,0,439,0.003330319
1,20.2,22.815,0,441.2,0.003333992
1,20.2225,22.8675,0,435.25,0.003346383
1,20.2,22.89,0,433.75,0.00334501
1,20.2,22.89,0,439.25,0.00334501
1,20.2,22.89,0,442,0.00334501
1,20.2,22.89,0,445.3333333,0.00334501
1,20.2,22.89,0,440.6,0.00334501
1,20.2,22.89,0,440.6666667,0.00334501
1,20.236,22.83,0,440.2,0.003343671
1,20.29,22.84,0,439.5,0.003356389
1,20.29,22.79,0,441.6666667,0.003349002
1,20.29,22.79,0,440.5,0.003349002
1,20.29,22.79,0,437,0.003349002
1,20.29,22.79,0,439,0.003349002
1,20.29,22.79,0,438.5,0.003349002
1,20.29,22.79,0,438.5,0.003349002
1,20.315,22.79,0,440.25,0.003354208
1,20.35666667,22.7,0,445,0.003349549
1,20.34,22.745,0,442.75,0.003352752
1,20.34,22.7225,0,439.75,0.003349418
1,20.315,22.7675,0,434.5,0.003350878
1,20.315,22.7675,0,437.5,0.003350878
1,20.29,22.79,0,440,0.003349002
1,20.29,22.79,0,438,0.003349002
1,20.29,23,419,453,0.003380029
1,20.315,23.1,419,459.25,0.003400083
1,20.29,23.2,419,470.4,0.003409582
1,20.31,23.2,416.2,466,0.003413822
1,21.13333333,24.82333333,444,747.3333333,0.003845377
1,21.16666667,24.85833333,444,745.5,0.00385877
1,22.2,27.64285714,535.7142857,1137.857143,0.004576126
1,22.39,27.29,603.6,1064,0.004570212
1,22.39,27.2675,587.5,1065.25,0.004566416
1,22.39,27.2,575,1050.5,0.00455503
1,23.26,25.85666667,338.3333333,997.3333333,0.004564605
1,23.29,25.97833333,197.1666667,996.5,0.004594621
1,23.272,25.87,184,998.6,0.004570312
1,23.29,25.89,173.2,993.4,0.004578883
1,23.2675,25.865,193,994.25,0.004568171
1,23.29,25.89,193,990.1666667,0.004578883
1,23.245,25.825,178,984,0.004554814
1,23.254,25.85,184,983.6,0.004561753
1,23.26,25.79333333,186,983.3333333,0.004553342
1,23.272,25.772,178,974.6,0.004552872
1,23.245,25.715,178,961,0.004535271
1,23.29,25.7225,173.5,954.25,0.004549043
1,23.245,25.7,174.5,951.5,0.004532606
1,23.215,25.68333333,169.6666667,952.5,0.004521382
1,23.215,25.68333333,168.5,946.3333333,0.004521382
1,23.2,25.6,171,942,0.004502493
1,23.2,25.6,176,933.2,0.004502493
1,23.2,25.58,176,928.8,0.00449895
1,23.2,25.55,177.25,924,0.004493635
1,23.2,25.55,171,918,0.004493635
1,23.2,25.5,171,912.75,0.004484778
1,23.2,25.5,171,907,0.004484778
1,23.18571429,25.52857143,268.7142857,899.2857143,0.004485936
1,23.2,25.792,627.6,919.8,0.004536508
1,23.2,25.65,638,938.25,0.00451135
1,23.2,25.53333333,634,922.1666667,0.004490683
1,23.2,25.5,629,899,0.004484778
1,23.2,25.51666667,557.6666667,895.3333333,0.00448773
1,22.6,30.1225,0,1205.25,0.005113784
1,22.575,30.05,0,1204.75,0.005093574
1,22.5,30.1,0,1196.666667,0.005078737
1,22.5,30.1,0,1191.5,0.005078737
1,22.5,30.1,0,1184,0.005078737
1,22.445,30.1,0,1189.25,0.00506165
1,22.39,30.075,0,1186.5,0.005040391
1,22.39,30.1,0,1180.75,0.005044615
1,22.39,30.05,0,1172.5,0.005036167
1,22.365,30.075,0,1164,0.005032671
1,22.35666667,30.1,0,1160.666667,0.005034315
1,22.29,30,0,1143.25,0.00499698
1,22.2675,29.945,0,1139.5,0.004980865
1,22.245,29.9725,0,1138.25,0.004978597
1,22.2,29.815,0,1135.5,0.004938568
1,22.2,29.84,0,1124.75,0.004942742
1,22.2,29.85666667,0,1119.333333,0.004945524
1,22.125,29.79,0,1110.25,0.004911722
1,22.1,29.79,0,1105.5,0.004904185
1,22.1,29.745,0,1096.75,0.004896719
1,22.1,29.7,0,1092.25,0.004889252
1,22.1,29.6,0,1092.5,0.004872661
1,22.025,29.525,0,1085.75,0.004837873
1,22,29.46333333,0,1074.333333,0.004820277
1,22,29.39,0,1066,0.004808187
1,22,29.39,0,1058.5,0.004808187
1,21.9175,29.29,0,1050.75,0.004767456
1,21.89,29.2675,0,1044,0.004755715
1,21.96333333,29.2,0,1039,0.004766109
1,21.89,29.2,0,1030.5,0.004744663
1,21.89,29.2,0,1030.8,0.004744663
1,21.89,29.2,0,1032.333333,0.004744663
1,21.89,29.16,0,1021.2,0.004738114
1,21.89,29.2,0,1018.666667,0.004744663
1,21.89,29.2,0,1008.75,0.004744663
1,21.79,29,0,1003.25,0.004683014
1,21.81,29,0,989.8,0.004688783
1,21.815,29,0,992,0.004690226
1,21.79,28.9725,0,985.75,0.00467854
1,21.79,28.89,0,989,0.004665118
1,21.7225,28.89,0,983,0.00464577
1,21.7,28.89,0,976.75,0.004639337
1,21.7,28.89,0,970.3333333,0.004639337
1,21.7,28.865,0,961.75,0.004635292
1,21.7,28.865,0,958.75,0.004635292
1,21.7,28.89,0,954.6666667,0.004639337
1,21.7,28.79,0,950.5,0.004623159
1,21.7,28.815,0,942.75,0.004627203
1,21.675,28.79,0,938.25,0.004616045
1,21.675,28.7675,0,941,0.00461241
1,21.63333333,28.73,0,944.3333333,0.004594543
1,21.6,28.65,0,938,0.004572253
1,21.6,28.675,0,934.5,0.004576272
1,21.6,28.63333333,0,936.6666667,0.004569574
1,21.6,28.6,0,926,0.004564215
1,21.6,28.6,0,920.75,0.004564215
1,21.6,28.56,0,920.2,0.004557785
1,21.6,28.5,0,911.3333333,0.00454814
1,21.6,28.5,0,905.3333333,0.00454814
1,21.6,28.5,0,904.2,0.00454814
1,21.6,28.5,0,899.6666667,0.00454814
1,21.6,28.478,0,898.2,0.004544603
1,21.6,28.4725,0,898.25,0.004543719
1,21.6,28.39,0,895,0.004530458
1,21.6,28.39,0,891.6666667,0.004530458
1,21.58,28.35,0,887.4,0.004518455
1,21.6,28.29,0,885.3333333,0.004514384
1,21.56,28.29,0,876.4,0.004503267
1,21.53333333,28.29,0,871.3333333,0.00449587
1,21.5,28.29,0,863.5,0.004486638
1,21.5,28.2675,0,865.25,0.004483043
1,21.5,28.23,0,859.6666667,0.004477053
1,21.5,28.26,0,858.6666667,0.004481845
1,21.5,28.2,0,852.25,0.004472261
1,21.5,28.175,0,849.25,0.004468268
1,21.5,28.1,0,849,0.004456289
1,21.5,28.1,0,845,0.004456289
1,21.5,28.1,0,844.5,0.004456289
1,21.5,28.05,0,843.75,0.004448303
1,21.5,28.075,0,842,0.004452296
1,21.5,28.1,0,833.2,0.004456289
1,21.5,28.03333333,0,832.6666667,0.004445641
1,21.4175,27.945,0,825.25,0.004409037
1,21.39,27.89,0,820.3333333,0.004392837
1,21.4175,27.9175,0,824.5,0.004404668
1,21.39,27.89,0,819.25,0.004392837
1,21.39,27.89,0,820.2,0.004392837
1,21.39,27.89,0,817.6666667,0.004392837
1,21.365,27.89,0,808,0.004386064
1,21.39,27.79,0,806.6666667,0.004376975
1,21.39,27.85666667,0,804.6666667,0.00438755
1,21.29,27.85,0,803.8,0.004359494
1,21.29,27.79,0,806,0.004350036
1,21.29,27.79,0,801.5,0.004350036
1,21.34,27.79,0,802,0.004363488
1,21.29,27.79,0,803.6666667,0.004350036
1,21.29,27.79,0,800,0.004350036
1,21.29,27.79,0,795,0.004350036
1,21.29,27.79,0,785,0.004350036
1,21.29,27.79,0,781,0.004350036
1,21.29,27.79,0,782,0.004350036
1,21.29,27.7675,0,778,0.00434649
1,21.29,27.79,0,772.5,0.004350036
1,21.245,27.745,0,770.75,0.004330888
1,21.218,27.718,0,769,0.004319433
1,21.23,27.7,0,767,0.00431981
1,21.2,27.7,0,764,0.004311809
1,21.2,27.7,0,765.25,0.004311809
1,21.2,27.65,0,765,0.004303972
1,21.2,27.6,0,766,0.004296136
1,21.2,27.6,0,758.5,0.004296136
1,21.2,27.575,0,749.75,0.004292217
1,21.2,27.6,0,749,0.004296136
1,21.2,27.54,0,747.8,0.004286732
1,21.2,27.5,0,744,0.004280463
1,21.2,27.5,0,746.4,0.004280463
1,21.2,27.4725,0,750.5,0.004276153
1,21.2,27.5,0,747,0.004280463
1,21.2,27.4725,0,750,0.004276153
1,21.2,27.365,0,742.75,0.004259306
1,21.2,27.34,0,737.75,0.004255388
1,21.2,27.34,0,736.25,0.004255388
1,21.2,27.29,0,738.25,0.004247552
1,21.2,27.29,0,732.3333333,0.004247552
1,21.2,27.29,0,725.4,0.004247552
1,21.2,27.2675,0,729.25,0.004244027
1,21.2,27.245,0,727,0.004240501
1,21.2,27.245,0,716.75,0.004240501
1,21.2,27.2,0,715.6666667,0.004233449
1,21.2,27.2,0,712.25,0.004233449
1,21.2,27.2,0,719,0.004233449
1,21.2,27.15,0,714.25,0.004225614
1,21.2,27.14,0,711.4,0.004224047
1,21.2,27.1,0,702.75,0.004217779
1,21.2,27.1,0,701,0.004217779
1,21.2,27.1,0,703.6666667,0.004217779
1,21.2,27.025,0,707.25,0.004206028
1,21.2,27,0,703.75,0.00420211
1,21.2,27,0,699.5,0.00420211
1,21.2,27,0,697.5,0.00420211
1,21.2,27,0,696.6666667,0.00420211
1,21.2,27,0,692.75,0.00420211
1,21.2,27,0,692.6,0.00420211
1,21.2,26.85666667,0,695.3333333,0.004179653
1,21.2,26.89,0,690.5,0.004184876
1,21.2,26.89,0,689.5,0.004184876
1,21.2,26.89,0,692.3333333,0.004184876
1,21.2,26.815,0,691.5,0.004173125
1,21.2,26.79,0,687.6,0.004169208
1,21.16666667,26.79,0,682.3333333,0.00416063
1,21.2,26.79,0,677.6666667,0.004169208
1,21.16,26.79,0,677.8,0.004158916
1,21.2,26.79,0,684.3333333,0.004169208
1,21.15,26.79,0,682.5,0.004156346
1,21.175,26.79,0,675,0.004162773
1,21.125,26.79,0,669.25,0.004149928
1,21.2,26.745,0,668.5,0.004162158
1,21.15,26.7,0,671.25,0.00414229
1,21.1,26.7,0,674.3333333,0.004129507
1,21.125,26.675,0,673,0.004131996
1,21.125,26.6,0,671.5,0.004120301
1,21.125,26.625,0,670.5,0.004124199
1,21.1,26.625,0,669.75,0.00411783
1,21.1,26.6,0,663.5,0.004113938
1,21.1,26.6,0,665,0.004113938
1,21.1,26.6,0,661.5,0.004113938
1,21.1,26.6,0,657.75,0.004113938
1,21.1,26.6,0,652.75,0.004113938
1,21.1,26.6,0,653.25,0.004113938
1,21.1,26.6,0,656.75,0.004113938
1,21.1,26.6,0,651,0.004113938
1,21.1,26.575,0,648.5,0.004110046
1,21.1,26.55,0,652.25,0.004106154
1,21.1,26.5,0,642.25,0.00409837
1,21.1,26.5,0,643.75,0.00409837
1,21.075,26.4725,0,649.6666667,0.004087765
1,21.1,26.5,0,649.5,0.00409837
1,21.06,26.412,0,646.6,0.004074581
1,21.06666667,26.46333333,0,643,0.004084235
1,21.08,26.478,0,640.4,0.004089885
1,21.075,26.39,0,640.75,0.004074943
1,21.075,26.4175,0,636.75,0.004079217
1,21.05,26.39,0,634.75,0.004068648
1,21.075,26.4175,0,633.75,0.004079217
1,21,26.29,0,632,0.004040614
1,21,26.29,0,626.5,0.004040614
1,21.03333333,26.32333333,0,628.6666667,0.004054121
1,21.025,26.315,0,629.5,0.004050741
1,21.05,26.34,0,630.5,0.004060889
1,21.025,26.315,0,631.5,0.004050741
1,21.025,26.315,0,629.5,0.004050741
1,21.05,26.29,0,627,0.00405313
1,21,26.2675,0,624.5,0.004037133
1,21,26.26,0,625.6666667,0.004035973
1,21,26.29,0,624.5,0.004040614
1,21,26.236,0,622,0.00403226
1,21,26.2675,0,622.75,0.004037133
1,21,26.2,0,619.25,0.004026692
1,21,26.2,0,616,0.004026692
1,21,26.2,0,617.25,0.004026692
1,21,26.2,0,616.4,0.004026692
1,21,26.16666667,0,616.6666667,0.004021535
1,21,26.125,0,614.75,0.00401509
1,21,26.125,0,611.3333333,0.00401509
1,21,26.1,0,613.6,0.004011223
1,21,26.15,0,608.75,0.004018957
1,21,26.1,0,611,0.004011223
1,21,26.1,0,612,0.004011223
1,21,26.1,0,608.8,0.004011223
1,21,26.1,0,612,0.004011223
1,21,26.1,0,604.5,0.004011223
1,21,26,0,607,0.003995756
1,21,26,0,614.75,0.003995756
1,21,26,0,612.25,0.003995756
1,21,26,0,607.5,0.003995756
1,21,26,0,602.6666667,0.003995756
1,21,26,0,605.25,0.003995756
1,21,26,0,606,0.003995756
1,21,26,0,602.25,0.003995756
1,21,25.956,0,600.5,0.003988951
1,21,26,0,600.5,0.003995756
1,21,26,0,601,0.003995756
1,21,25.934,0,600.4,0.003985548
1,21,25.89,0,604.3333333,0.003978743
1,21,25.89,0,606,0.003978743
1,20.96333333,25.89,0,602,0.003969727
1,21,25.89,0,596,0.003978743
1,21,25.89,0,596.3333333,0.003978743
1,21,25.89,0,594,0.003978743
1,20.945,25.89,0,596.5,0.003965226
1,20.96333333,25.89,0,596,0.003969727
1,20.9725,25.815,0,597.5,0.0039604
1,21,25.815,0,594.25,0.003967143
1,21,25.815,0,591.5,0.003967143
1,20.978,25.83,0,594.2,0.003964064
1,20.96333333,25.79,0,588.6666667,0.003954296
1,20.92666667,25.79,0,585.3333333,0.003945334
1,20.945,25.79,0,585,0.003949813
1,20.945,25.79,0,582.25,0.003949813
1,20.89,25.79,0,580.75,0.003936389
1,20.9175,25.745,0,585,0.003936172
1,20.89,25.7225,0,584.5,0.003926022
1,20.96333333,25.7,0,583.3333333,0.00394041
1,20.89,25.7,0,584,0.003922566
1,20.912,25.7,0,581.8,0.003927911
1,20.89,25.7,0,576.6666667,0.003922566
1,20.89,25.7,0,579.3333333,0.003922566
1,20.89,25.7,0,581.75,0.003922566
1,20.89,25.7,0,582.75,0.003922566
1,20.89,25.7,0,579.8,0.003922566
1,20.9175,25.7,0,578.5,0.003929249
1,20.89,25.7,0,578.5,0.003922566
1,20.89,25.7,0,580.5,0.003922566
1,20.89,25.7,0,577.8,0.003922566
1,20.89,25.7,0,582.75,0.003922566
1,20.89,25.7,0,584.4,0.003922566
1,20.89,25.6,0,582.6666667,0.003907207
1,20.865,25.575,0,578.25,0.00389733
1,20.89,25.6,0,575.6666667,0.003907207
1,20.89,25.6,0,577.25,0.003907207
1,20.87,25.58,0,577.2,0.003899304
1,20.89,25.6,0,572.75,0.003907207
1,20.89,25.6,0,576.5,0.003907207
1,20.89,25.525,0,579.3333333,0.003895688
1,20.89,25.525,0,571.6,0.003895688
1,20.89,25.5,0,573,0.003891849
1,20.89,25.5,0,573.5,0.003891849
1,20.89,25.5,0,572.75,0.003891849
1,20.89,25.5,0,573.6,0.003891849
1,20.89,25.5,0,571.5,0.003891849
1,20.85666667,25.46333333,0,573.3333333,0.003878206
1,20.89,25.4725,0,570.75,0.003887626
1,20.89,25.39,0,568,0.003874956
1,20.89,25.4175,0,573,0.003879179
1,20.89,25.39,0,569.6666667,0.003874956
1,20.89,25.39,0,575.2,0.003874956
1,20.89,25.39,0,578,0.003874956
1,20.89,25.39,0,572.75,0.003874956
1,20.89,25.39,0,569.6,0.003874956
1,20.85666667,25.35666667,0,566.3333333,0.003861859
1,20.85666667,25.35666667,0,567.3333333,0.003861859
1,20.865,25.365,0,570.25,0.00386513
1,20.89,25.39,0,575,0.003874956
1,20.89,25.37,0,570.2,0.003871885
1,20.89,25.35666667,0,565.3333333,0.003869837
1,20.89,25.29,0,569.25,0.003859599
1,20.89,25.315,0,567.25,0.003863439
1,20.89,25.29,0,567.5,0.003859599
1,20.865,25.2675,0,566,0.003850181
1,20.89,25.29,0,565.75,0.003859599
1,20.89,25.2675,0,564.5,0.003856144
1,20.89,25.218,0,562.6,0.003848543
1,20.89,25.29,0,561.3333333,0.003859599
1,20.89,25.29,0,561,0.003859599
1,20.89,25.29,0,566.75,0.003859599
1,20.9175,25.245,0,563.75,0.003859253
1,20.89,25.2,0,566.75,0.003845779
1,20.89,25.218,0,563.4,0.003848543
1,20.89,25.2,0,564.25,0.003845779
1,20.89,25.2225,0,562.75,0.003849234
1,20.9175,25.2,0,560,0.003852331
1,20.89,25.2,0,558.75,0.003845779
1,20.89,25.2,0,558.5,0.003845779
1,20.89,25.2,0,558.3333333,0.003845779
1,20.89,25.2,0,561.4,0.003845779
1,20.89,25.2,0,558.25,0.003845779
1,20.89,25.2,0,557.2,0.003845779
1,20.89,25.2,0,559.6666667,0.003845779
1,20.89,25.13333333,0,561,0.003835543
1,20.89,25.16,0,563.4,0.003839637
1,20.9175,25.125,0,559.75,0.003840795
1,20.9175,25.1,0,559,0.003836949
1,20.9175,25.1,0,561,0.003836949
1,20.89,25.1,0,563.25,0.003830424
1,20.89,25.1,0,560.75,0.003830424
1,20.89,25.1,0,558,0.003830424
1,20.89,25.08,0,556.8,0.003827353
1,20.89,25.125,0,556,0.003834263
1,20.89,25.1,0,558,0.003830424
1,20.89,25.08,0,556.8,0.003827353
1,20.89,25.06666667,0,557,0.003825306
1,20.89,25,0,556.8,0.00381507
1,20.89,25.025,0,548.5,0.003818909
1,20.89,25.05,0,550,0.003822747
1,20.89,25,0,554,0.00381507
1,20.89,25.025,0,555.25,0.003818909
1,20.89,25,0,555.5,0.00381507
1,20.89,25,0,556.75,0.00381507
1,20.89,25,0,558,0.00381507
1,20.89,25,0,558,0.00381507
1,20.89,25,0,558.25,0.00381507
1,20.89,25,0,556.25,0.00381507
1,20.89,25,0,554.5,0.00381507
1,20.89,25,0,555.25,0.00381507
1,20.89,25,0,558,0.00381507
1,20.89,25,0,554.3333333,0.00381507
1,20.89,25,0,549.75,0.00381507
1,20.89,24.9725,0,558.5,0.003810848
1,20.865,24.92,0,558.25,0.003796907
1,20.89,24.9175,0,558.25,0.003802403
1,20.89,24.9725,0,547.25,0.003810848
1,20.89,24.945,0,553.75,0.003806626
1,20.89,24.89,0,547.75,0.003798181
1,20.89,24.89,0,547.25,0.003798181
1,20.89,24.89,0,551.5,0.003798181
1,20.89,24.89,0,554,0.003798181
1,20.89,24.89,0,550,0.003798181
1,20.89,24.92666667,0,553.6666667,0.003803811
1,20.89,24.934,0,552.4,0.003804937
1,20.89,24.92666667,0,554,0.003803811
1,20.83,24.87,0,547,0.00378104
1,20.89,24.89,0,542.3333333,0.003798181
1,20.84,24.8925,0,544.75,0.003786825
1,20.89,24.945,0,547,0.003806626
1,20.865,24.865,0,552.75,0.003788476
1,20.89,25,0,556,0.00381507
1,20.87,24.934,0,551.6,0.003800229
1,20.84,24.92,0,553,0.003791034
1,20.89,24.9725,0,551.25,0.003810848
1,20.85666667,24.92666667,0,552.6666667,0.00379597
1,20.865,24.9725,0,553.75,0.003804955
1,20.85666667,24.85666667,0,545.6666667,0.003785245
1,20.865,24.9175,0,547.75,0.003796523
1,20.89,24.912,0,548.4,0.003801559
1,20.89,24.92666667,0,549.3333333,0.003803811
1,20.89,25,0,549.3333333,0.00381507
1,20.865,24.8925,0,545.5,0.003792691
1,20.89,24.92666667,0,543,0.003803811
1,20.89,24.978,0,545.6,0.003811692
1,20.85,24.956,0,547.6,0.003798896
1,20.89,25,0,548.6666667,0.00381507
1,20.89,25,0,542.75,0.00381507
1,20.87,24.978,0,537.2,0.003806976
1,20.85666667,24.92666667,0,541.3333333,0.00379597
1,20.865,24.9725,0,545.25,0.003804955
1,20.83,24.934,0,541.25,0.003790829
1,20.82333333,24.92666667,0,535.5,0.003788143
1,20.89,25,0,536.5,0.00381507
1,20.87,24.978,0,543.8,0.003806976
1,20.84,24.92,0,542,0.003791034
1,20.84,24.945,0,537.25,0.003794861
1,20.82333333,24.92666667,0,538,0.003788143
1,20.82333333,24.92666667,0,542,0.003788143
1,20.81,24.912,0,542,0.003782776
1,20.79,24.89,0,545.3333333,0.003774736
1,20.865,24.9725,0,543.25,0.003804955
1,20.85666667,24.93,0,539,0.003796481
1,20.84,24.945,0,540.75,0.003794861
1,20.79,24.9175,0,538,0.003778932
1,20.79,24.89,0,538,0.003774736
1,20.79,24.92666667,0,538.6666667,0.003780331
